Guerrero                                          ,Atenango del Rio                                  ,2948
Guerrero                                          ,Atlamajalcingo del Monte                          ,1293
Guerrero                                          ,Atlixtac                                          ,4966
Guerrero                                          ,Atoyac de Alvarez                                 ,19400
Guerrero                                          ,Ayutla de los Libres                              ,16507
Guerrero                                          ,Azoyu                                             ,4475
Guerrero                                          ,Benito Juarez                                     ,6217
Guerrero                                          ,Buenavista de Cuellar                             ,5072
Guerrero                                          ,Coahuayutla de Jose Maria Izazaga                 ,3573
Guerrero                                          ,Cocula                                            ,5820
Guerrero                                          ,Copala                                            ,4704
Guerrero                                          ,Copalillo                                         ,3713
Guerrero                                          ,Copanatoyac                                       ,4081
Guerrero                                          ,Coyuca de Benitez                                 ,20351
Guerrero                                          ,Coyuca de Catalan                                 ,14361
Guerrero                                          ,Cuajinicuilapa                                    ,8451
Guerrero                                          ,Cualac                                            ,2021
Guerrero                                          ,Cuautepec                                         ,3781
Guerrero                                          ,Cuetzala del Progreso                             ,2873
Guerrero                                          ,Cutzamala de Pinzon                               ,8761
Guerrero                                          ,Chilapa de Alvarez                                ,34461
Guerrero                                          ,Chilpancingo de los Bravo                         ,97646
Guerrero                                          ,Florencio Villarreal                              ,5627
Guerrero                                          ,General Canuto A. Neri                            ,1986
Guerrero                                          ,General Heliodoro Castillo                        ,8559
Guerrero                                          ,Huamuxtitlan                                      ,6338
Guerrero                                          ,Huitzuco de los Figueroa                          ,15029
Guerrero                                          ,Iguala de la Independencia                        ,60511
Guerrero                                          ,Igualapa                                          ,2929
Guerrero                                          ,Ixcateopan de Cuauhtemoc                          ,2443
Guerrero                                          ,Zihuatanejo de Azueta                             ,58682
Guerrero                                          ,Juan R. Escudero                                  ,8628
Guerrero                                          ,Leonardo Bravo                                    ,4913
Guerrero                                          ,Malinaltepec                                      ,7698
Guerrero                                          ,Martir de Cuilapan                                ,5645
Guerrero                                          ,Metlatonoc                                        ,4056
Guerrero                                          ,Mochitlan                                         ,3912
Guerrero                                          ,Olinala                                           ,7906
Guerrero                                          ,Ometepec                                          ,21189
Guerrero                                          ,Pedro Ascencio Alquisiras                         ,1628
Guerrero                                          ,Petatlan                                          ,16816
Guerrero                                          ,Pilcaya                                           ,3519
Guerrero                                          ,Pungarabato                                       ,18214
Guerrero                                          ,Quechultenango                                    ,9596
Guerrero                                          ,San Luis Acatlan                                  ,12033
Guerrero                                          ,San Marcos                                        ,15479
